City,Title,Description,latitude,longitude
Munnar,Sevenmallay Tea Estate,"Established in 1900, Sevenmallay Tea Estate is owned by the Tata Tea Company. The estate sprawling over hundreds of acres of land is a like a paradise on earth. A quaint charming bungalow located right in the heart of the estate adds to the charm of the place. You can also buy tea produced at the estate-outlet.",-29.6575598,30.9625234
Munnar,Mountain Biking in Munnar,"Mountain Biking is undoubedtly one of the best things to do in Munnar. The thrilling activity is taken up by localites and tourists alike as the picturesque areas like Suryanelli, Vandanmedu, Anamudi Shola, Kundala, and Marayoor can be best explored on these bikes. Besides being a form of exercise, you can also wander about the beautiful tea estates without any fear of pollution or fuel availability.",9.58333,123.83333
Munnar,Marayoor,"Located just 25 kilometres away from Munnar is Marayoor, which is famous for its naturally growing sandalwood forest and dolmens from the Stone Age Civilisation. Wrapped in a wispy blanket of glorious clouds, Marayoor has hamlets, sugarcane fields, waterfalls, and bamboo forests making it an enchanting landscape of exquisite green beauty.",10.2628176,77.1430413
Munnar,Pallivasal Falls,Pallivasal Falls is a stunning natural water body in the midst of dense forestation. It is famous as a picnic and sightseeing attraction in Munnar and draws nature lovers for soul-satisfying nature walks. The waterfall cascades down a rocky slope and doesn't quite have a height but the force it gushes with is sure to captivate one and all.,10.1,77.066704
Munnar,Chinnakanal Waterfalls,"Flowing from a height of 800 m, Chinnakanal Waterfalls also known as powerhouse waterfall is a sight of sheer beauty. These falls lay just 16 km away from Munnar. The waterfalls originate from Devikulam Hills and end at a natural pool below it where people can spend some time.",10.044006,77.177862
Munnar,Chithirapuram,"Situated close to Munnar, Chithirapuram is a place famous for its rustic environ and old world charm. It also houses old playgrounds and courts, bungalows, sleepy little cottages and tea plantations adding to the charm of the village.",21.89714,85.67038
Munnar,Salim Ali Bird Sanctuary,"Named after the 'BirdMan of India', Dr Salim Ali, a famous ornithologist, Dr Salim Ali Bird Sanctuary is one of the major attractions in Munnar. Finding itself at the foothills of the Western Ghats, it occupies an area of 25 km sq. Also known as Thattekad Bird Sanctuary, the place is even called as the richest bird habitat of Peninsular India. Bird watching is addictive.",15.513064,73.870359
Munnar,Lockhart Tea Museum,"Situated at a distance of 9 km from Munnar on the Thekkady Road, Lockhart Tea Museum is one of the newest editions to the tourist places in the city. Opened on the 22nd of January, 2014 for the public, the museum is a part of the Lockhart Estate which is a major tea plantation estate. The museum offers a historical insight into the first ever tea plantations of Munnar which date back to 1879.",1.2988503,103.8451805
Munnar,Nyayamakad Waterfalls,"Nyayamakad Waterfalls is situated 10 kms from Munnar between Munnar and Rajamala in Kerala. Falling down at a height of 1600 m, the waterfalls are a popular picnic and trekking spot. The perfect time to visit the waterfalls is during monsoons.",10.132284,77.056039
Munnar,Devikulam,"Devikulam is a scenic hill station located just 8 kilometers from Munnar in Kerala. Known for its lush green landscapes, tea plantations, and serene atmosphere, Devikulam offers a peaceful retreat from the more bustling areas of Munnar. The picturesque Sita Devi Lake is one of its main attractions, where visitors can enjoy the tranquility of the surroundings and hear local legends associated with the place.",10.0758576,76.9780162
Munnar,Pallivasal Tea Garden,Pallivasal Tea Garden is situated a few kms away on the outskirts of Munnar in the village of the same name. The tea gardens are known for their haven like beauty and beautiful meadows of tea plantations.  From these gardens you can also see the Sahya mountain range in the backdrop.,-32.6681917,152.160868
Munnar,Kuthumkal Waterfalls,Kuthumkal Waterfalls is situated 24 kms from Munnar in Rajakkad. The waterfalls are a popular picnic spot in the region and boast of pleasant climate and mesmerizing water cascading down a lengthy height from a cliff.,7.8745895,123.7628378
Munnar,Elephant Arrival Spot,"The Elephant Arrival Spot in Munnar is a popular attraction where visitors can witness and even interact with elephants in their natural habitat. Located amidst the lush tea plantations and rolling hills of Munnar, this spot offers tourists the chance to enjoy elephant rides while taking in the scenic beauty of the region.",10.1222219,77.1458895
Munnar,High Range Club,"High Range Club is a recreational club which is located on the outskirts of the town of Munnar in the south Indian state of Kerala. It is located in the mountain ranges of the Western Ghats amidst rolling hills with lush green tea plantations. Launched in the early 20th century, the club still has an aura of the bygone British era.",10.072223,77.065046
Munnar,Floriculture Centre,"Against the backdrop of tea plantations, you will find a well-manicured garden called Floriculture Centre. The park features a large variety of flowers and some herbal plants maintained by the Kerala Forest Development Corporation.",17.3229237,78.3994956
Munnar,Valara Falls,"Situated between Adimali and Neriamangalam, Valara Waterfalls is one of the most enchanting and amazing tourist spots in this region. Valara, which comprises a chain of waterfalls surrounded by lush green forests, is home to a variety of animals and birds is situated  close to Munnar.",59.9673799,13.7723628
Munnar,Elephant Lake,"Situated amidst exuberant tea plantations, dense green woods, rolling hillocks and vibrant grasslands, Elephant Lake, also known as Anayirangal or Elephant Arrival Lake is one of the most idyllic and picturesque spots located at a distance of 22 kms from Munnar.",57.77209,-152.32689
Munnar,Anayirankal Dam,The Anayirankal Dam is located right in between a verdant carpet of tea plantations and a thicket of evergreen forests. It is one of the largest earthen dams and was completed in the 1960s. It is also one of the earliest dams made with concrete.,,
Alleppey,Houseboats in Alleppey,Alleppey is gifted with a unique crisscrossing network of canals that runs throughout the town which allows you to access and explore the entire area while you're relaxing on your houseboat. These 120-foot-long abodes of luxury glide along the placid backwaters of Alleppey and provide you with a stunning view.,9.5078958,76.3495643
Alleppey,Alappuzha Beach,"The Alappuzha beach, also known as the Alleppey Beach, is famous for local getaways, its intrinsic beauty and a 150 years old pier which stretches into the sea. Relaxing under the palm groves and picnicking beside the beach are fantastic options available to those visiting the beach. Alleppey Beach is a host to many festivals like Sand Art festival and Alappuzha Beach Festival.",9.4924408,76.318644
Alleppey,Ambalappuzha Sree Krishna Temple,"Ambalapuzha Sree Krishna Temple is a Hindu temple dedicated to Lord Krishna situated in Alappuzha district. Built-in the traditional Kerala style architectural pattern, the temple is famous for its delicious rice pudding prepared in sweet milk, popularly known as Pal Payasam.",9.383524,76.369629
Alleppey,Alappuzha Lighthouse,"Known for its breathtaking 360-degree views, the Alappuzha Lighthouse(Alleppey lighthouse) is an old-world charm. It is 4 km away from the main town lying on the sea bridge facing the Arabian sea coast. The 1862 lighthouse has a museum that preserves old equipment like oil lamps and items that testify to its 150-year-old journey.",9.4948009,76.3338902
Alleppey,Revi Karunakaran Museum,"Revi Karunakaran Museum is a memorial museum built by Betty Karunakaran in the memory of her namesake husband and one of the leading coir industrialist and businessman of Kerala- Revi Karunakaran. Built-in 2003, the renowned, privately-owned museum is a one of the largest of its kind, holding large Swarovski crystals in jade, ivory, porcelain; sculptures, Belgian glassworks, Murano glassworks and Tanjore paintings etc.",9.498875,76.32869
Alleppey,Mannarasala Sree Nagaraja Temple,"Nestled in a forest glade near Haripad, Mannarasala Sree Nagaraja temple is dedicated to the snake god- Nagaraja. Nagaraja is considered to be a form of Lord Shiva and Lord Vishnu. Flocked by pilgrims and devotees who believe in serpent worshipping, the temple is marked with over thirty thousand paintings and drawings of snakes along the path and over the trees in the surrounding grove.",9.289613,76.445598
